top Temperature_lag13,top Pressure_lag13,reflux flow_lag13,flow to next process_lag13,6th tray Temperature_lag13,bottom Temperature 1_lag13,bottom Temperature 2_lag13,PT_lag13,dT_lag13,dT2_lag13,Refux Ratio_lag13,Log_top_T_lag13,reflux_times_Ttray6_lag13,T_all_avg_lag13,C4 content
0.13080404,0.66648461,0.28040409,0.54943788,0.72732052,0.81315901,0.8133123,0.1532524992052997,0.1343897448399955,0.1067511098551,0.240110670698624,0.1562457785728037,0.2834495502436254,0.6786785422571933,0.29326265
0.11080979,0.66414962,0.34874576,0.54689612,0.72095566,0.7751248,0.75972153,0.1293720150873312,0.1142684548300017,0.0923711549745513,0.2991224932858953,0.132994131806313,0.3434164448862057,0.6424326634977737,0.29561323
0.055404897,0.63762441,0.272861,0.54435408,0.68125121,0.74390404,0.73167125,0.0621025408162645,0.058483512168842,0.0470124302019946,0.2344206537225709,0.0673934146347918,0.2596888259762985,0.5950054837394625,0.29998999
0.0,0.6335588,0.1971842,0.54181231,0.68607446,0.74017182,0.72285054,0.0,0.0,0.0,0.1696843894255394,0.0,0.1934533302551927,0.5756099175790653,0.30900097
0.13930087,0.66977336,0.18724697,0.53927055,0.72239212,0.79373738,0.77390027,0.1640128898722674,0.1435290144714275,0.1149164242074824,0.1613991058746186,0.1660608952258386,0.1942971351785436,0.6617005172862719,0.31687329
0.17076456,0.65955038,0.24262266,0.56177207,0.72995688,0.82900959,0.7952734,0.1979894279070603,0.1751783248610899,0.1381557276004887,0.2061175606443683,0.2020698084667962,0.2469657408803064,0.69109245134106,0.32588654
0.17422689,0.65439688,0.1971278,0.58048692,0.70346578,0.77075098,0.76257498,0.200425366710889,0.1815096313181218,0.1455944523482208,0.1654848555347812,0.2060003838764597,0.1937254277449785,0.6560748867940481,0.3368248
0.23931155,1.0,0.15495442,0.64098867,0.70011053,0.80251788,0.79148268,0.4206878237072174,0.2498068863825433,0.1964586755514919,0.1252851716469481,0.2787448094968583,0.1480076637881685,0.6936786086698263,0.35037181
0.25363087,0.61136159,0.14293497,0.73706352,0.79000706,0.80864905,0.81413327,0.2725816045400054,0.2514578925494588,0.2075080457707913,0.1091752213548262,0.2944654240815194,0.146362474982786,0.7345367891868146,0.3605767
0.25257576,0.64498613,0.43699105,0.7934581,0.89216149,0.96256983,0.97114957,0.2863771260464681,0.2368925337423866,0.1904380315457889,0.3232827959597198,0.2933104741613719,0.4557998398042294,0.861118444381746,0.37391642
0.20330562,0.72413575,0.51493961,0.61462228,0.76079023,0.85450605,0.8631783,0.2588008242914686,0.2049083556337089,0.1622214440927454,0.4231424973064688,0.238766800664774,0.4934179245146273,0.7392555176649572,0.38616043
0.152228,0.6965934,0.48741732,0.58807244,0.75623245,0.76548519,0.73134841,0.186410417581362,0.1538262483168899,0.1275902817265094,0.4072226582979093,0.1809191533771279,0.474269338908808,0.6543162392286975,0.38494393
0.10114974,0.68844597,0.49600285,0.5916345,0.77190474,0.76621129,0.75927893,0.1224139509643435,0.1013076648110244,0.0847440563043147,0.4134682002912969,0.1216812707186865,0.4906003926397955,0.6522427721891595,0.37502575
0.10050485,0.69330317,0.52540324,0.59519684,0.77490514,0.76471527,0.78153378,0.1224916509375261,0.1004916036021894,0.0842751452461909,0.4369983045671297,0.1209241906597371,0.5168910690095785,0.6593437259299901,0.37623976
0.10174885,0.67161158,0.49135423,0.5987589,0.74906196,0.72912539,0.73888299,0.1201279227913669,0.1032386266897077,0.0870743327337649,0.4077678770315573,0.1223843983558212,0.4703241162319424,0.6277503074043491,0.37386699
0.10299284,0.65591816,0.44570819,0.60232096,0.73128426,0.72156706,0.74139451,0.118755291871443,0.1055738980634736,0.0885258739788169,0.3690645968478845,0.1238437303005035,0.4204986691602183,0.6211205583298322,0.36953167
0.10423747,0.68171074,0.43076398,0.60588303,0.69823905,0.7345508,0.73663181,0.1249166360627483,0.1089288560478212,0.0889250200624704,0.3558989922123199,0.125302949378969,0.3887472657467898,0.6138766905503469,0.36717936
0.10548147,0.67461583,0.42316411,0.60944536,0.68981873,0.73592163,0.73663181,0.1250918408752562,0.1107781116838956,0.0899152161259804,0.3488461027645335,0.1267605676381595,0.3772707692524771,0.6120931866331745,0.36712708
0.10672547,0.65071749,0.31313172,0.61300743,0.70847697,0.73658044,0.7615544,0.1220834625505714,0.1108605045947553,0.0909411212699448,0.2575680450786204,0.1282173249343228,0.2944973323966251,0.626066210461871,0.36611456
0.1101102,0.69013088,0.41214759,0.62106952,0.75420983,0.82485642,0.82840748,0.1335842616294432,0.111394542731152,0.0892865382766782,0.3373280149555363,0.1321765843241853,0.4002985854654911,0.6888128003869842,0.36842767
0.11591425,0.70153463,0.46630243,0.62927334,0.73609832,0.79916436,0.82083646,0.1429493635228331,0.1184896500007802,0.0953351652388806,0.3797300911869737,0.1389510636394049,0.4340793383731607,0.6748130800192524,0.36838279
0.12171766,0.70462437,0.50627964,0.63747717,0.72341854,0.7751827,0.78585041,0.1507674316018555,0.1253374162671875,0.1014606572460894,0.4102196832910043,0.1457062417335086,0.4566171123908651,0.6545851277529298,0.37156343
0.1275217,0.68383346,0.50906206,0.64568099,0.71989901,0.78021846,0.73966404,0.1532959648134803,0.1315827780145399,0.1059980625272035,0.4104179665009957,0.152443698316756,0.4545881345795683,0.6426450776287859,0.37385847
0.13332574,0.66354818,0.49126905,0.65388481,0.71637948,0.77272741,0.78073364,0.1555187466535847,0.1378537526735902,0.1112907775236782,0.394108164522794,0.159162799623737,0.4365332637801454,0.6536625641788945,0.37942336
0.13912915,0.63794576,0.46667153,0.66208863,0.71644782,0.80758337,0.78073364,0.1560264292600411,0.1438485307271219,0.1138955951546616,0.3725275655949105,0.1658629190388696,0.4153917331568372,0.6661745192976636,0.38285354
0.1449332,0.68562599,0.51568701,0.67029246,0.7253163,0.7768399,0.80827363,0.1746833192485075,0.1490792021226322,0.1206998462138046,0.4096330199256355,0.172545621669871,0.4572409182250403,0.6696979248329837,0.38382118
0.15073724,0.66313543,0.50233314,0.65847629,0.72328975,0.78995665,0.77998729,0.1757191417866741,0.1552316086733878,0.1246135244883312,0.4018683922410253,0.1792102542847093,0.448368671331154,0.6661981590983395,0.3837791
0.15654065,0.69129838,0.55634563,0.64174208,0.73589329,0.8009045,0.80893492,0.1902343568028409,0.1600375935260896,0.1286244655167495,0.4496152542723215,0.1858562052556709,0.5031582028083956,0.684109241932979,0.3837058
0.16234469,0.70345687,0.62908846,0.62500787,0.74335291,0.79877314,0.80442563,0.2007575310238738,0.1652611159718515,0.1335515177419668,0.5136384609464607,0.1924850140515619,0.569923803993958,0.6861438960756047,0.38372682
0.16814874,0.69534335,0.64085276,0.60827367,0.73093336,0.79664335,0.78410953,0.2055366176075603,0.1723975831604374,0.1384901471286532,0.5286881706499178,0.1990960653848323,0.574348725839955,0.6772159497862345,0.38295581
0.17395214,0.68347968,0.66350082,0.59153918,0.71851512,0.76687792,0.77572621,0.2090025889129635,0.1796363914306959,0.1456834997423819,0.553127709685895,0.2056887054140439,0.5866195045494276,0.6634641324354682,0.37947563
0.18243307,0.67722943,0.60404587,0.57480497,0.70609557,0.76572148,0.76748695,0.2171879227950287,0.1897658740658442,0.1528862751670157,0.5089140355656621,0.2152914253018525,0.5371066598134564,0.6593676975173423,0.37273913
0.19244482,0.66177924,0.61659556,0.5599735,0.71942457,0.76868066,0.77728832,0.2238801799995386,0.1986282431497603,0.1610066939237324,0.5244262938221678,0.2265795377543618,0.561429355604165,0.6704583737505314,0.36258985
0.20245721,0.68257162,0.6032225,0.54729258,0.72140645,0.79667778,0.81692077,0.2429281021400976,0.2087217587943417,0.1667439880759535,0.5172569984805373,0.237816937212238,0.5564175217131689,0.6949196045063005,0.3514893
0.21246896,0.71709832,0.6164536,0.53461166,0.72015266,0.77974586,0.78876635,0.2678369430678544,0.219202955120647,0.1766544712954161,0.5329705173419881,0.2490026536047225,0.5697671777381855,0.6837591670523512,0.34148739
0.22248135,0.71252562,0.61028292,0.52193074,0.71889888,0.80637059,0.7764604,0.2786701030877613,0.2297001011525084,0.1822526664308185,0.5320318261427283,0.2601385772794105,0.5679248557027539,0.6908487693879191,0.33370655
0.23249311,0.67067257,0.63102871,0.50924981,0.7176451,0.80181525,0.82377843,0.2741049723030527,0.2402119208679156,0.1909356228398137,0.5547397354414912,0.2712237496605227,0.587350368649044,0.706676428510637,0.32788996
0.24250549,0.7054027,0.59885012,0.49656889,0.72545693,0.79961348,0.80515114,0.3007149191338693,0.2494223436628712,0.1994019820604874,0.5309122106038648,0.2822600027962867,0.5720815862922229,0.7057533088867094,0.32588654
0.25251725,0.70588621,0.62877615,0.48388797,0.75852054,0.78856079,0.83275535,0.3133444675864408,0.2548364283554928,0.2089173358575556,0.5622069787720259,0.2932464118144806,0.6278436110987344,0.7240712789260701,0.32464617
0.3217492,0.72522806,0.69315252,0.47120733,0.77100449,0.831504,0.85290309,0.4101931062673295,0.3224153554125274,0.2599541396897369,0.625109663302372,0.3679075796245978,0.6973497541193449,0.7685573747092683,0.32704054
0.31367086,0.62821661,0.75883493,0.44625852,0.76587764,0.79560115,0.83636556,0.3464015861730216,0.3152328519534007,0.2584945751942961,0.6961497465648473,0.3593113109694372,0.7568602352452942,0.748390406677282,0.3289968
0.30559251,0.66852626,0.83729416,0.34344634,0.75833391,0.82467803,0.82793538,0.35913477444208,0.308431877702135,0.2478241334004052,0.8269114845079769,0.3506849646058616,0.8606928631406779,0.7499340196112984,0.32900475
0.29751417,0.69798054,0.76672793,0.25736034,0.69104491,0.72461074,0.74714481,0.3650457125328743,0.3122269721778387,0.2552723064619417,0.8090638788942797,0.3420283508222228,0.7708481943238019,0.6712191053011736,0.33460885
0.28943583,0.64452621,0.58436977,0.27743228,0.6859115,0.71628562,0.72224479,0.327936047383448,0.3046740203406016,0.2495455687487283,0.606947519835989,0.3333412456603293,0.6053624238657319,0.6569532336492879,0.34352778
0.28135748,0.65245105,0.53801163,0.29750393,0.69794072,0.79261068,0.79201207,0.3227027618501066,0.2940721154706454,0.2322520839884947,0.5501539910526877,0.3246234227491169,0.5672331707527116,0.7030479909876219,0.35697802
0.27327914,0.70164076,0.60902408,0.31757586,0.67605602,0.78432624,0.7837433,0.3370680394754193,0.2893582411711748,0.2266310201431327,0.6132818629631887,0.3158746858171715,0.6018443955363212,0.6887577391592369,0.37493406
0.26520079,0.68526041,0.62791479,0.3376478,0.6531909,0.75011345,0.75669624,0.3194675400377064,0.284688360480484,0.2242310468908341,0.6228166569653563,0.3070947930231442,0.5889921133794648,0.6604319677951827,0.39635662
0.25712245,0.68653404,0.62216079,0.35771973,0.62867116,0.75824609,0.74013615,0.3103118464497247,0.2801718484777887,0.2163951241322294,0.6079863015733079,0.2982835435627349,0.5556350571951725,0.6478285194283654,0.41758773
0.24904411,0.69247767,0.63636681,0.37779166,0.60865663,0.78423235,0.77094962,0.3031644902015545,0.2747456503735499,0.206543722139039,0.6128091697686585,0.2894407016521769,0.5414960376954566,0.6566475505970902,0.44181601
0.24096576,0.7018663,0.63724697,0.38056881,0.59623707,0.76969469,0.75980658,0.2973075983377579,0.2679019331807459,0.2014856504777971,0.6124223162304233,0.2805660289230673,0.5301682319019001,0.6424610251143871,0.4698686
0.23288742,0.69029598,0.69894489,0.38280059,0.58314332,0.74459572,0.75581105,0.2826035781500191,0.2610620240277287,0.1975324091653058,0.6706326045955208,0.2716593175205264,0.5589338465444254,0.6270186317646613,0.50232342
0.22480908,0.67274812,0.70266425,0.38503237,0.55337056,0.74693676,0.72009428,0.2658658910076392,0.2568364640711272,0.1904249272425916,0.6731149256069633,0.2627203241534144,0.5320073729147595,0.6051370454880897,0.53802237
0.21673073,0.6852206,0.70663185,0.38726443,0.52359649,0.71218566,0.6980425,0.2610641196712316,0.2524459654362181,0.1873081920638663,0.6758265414100132,0.2537488028353902,0.5050449426284306,0.5760580016294092,0.56482121
0.20865239,0.68053145,0.71129583,0.38949621,0.49382374,0.71759072,0.70182802,0.2496133716404759,0.2478802415007086,0.1797590698915777,0.679194534037819,0.244744538344622,0.4782712711010661,0.5672532096388694,0.59267402
0.19033588,0.66359535,0.71497721,0.39172827,0.44838395,0.70202025,0.68201005,0.2220344079720546,0.2332141325275075,0.165479071379707,0.681614837720272,0.2242060279753388,0.4355293109005963,0.5367949654326023,0.6217592
0.1716664,0.6812744,0.69342723,0.39396005,0.41476836,0.68733549,0.64324891,0.2055907884218933,0.2153366066260797,0.150546613999747,0.6600120286280088,0.2030942167611251,0.392368197449727,0.504313366263292,0.64612675
0.1783462,0.67601476,0.67877615,0.39742403,0.39168245,0.67242383,0.6309256,0.2119416548914287,0.2274267858683581,0.1577991453857315,0.6444654701086158,0.2106686439326472,0.3633200070448553,0.490906395080905,0.66406689
0.19125234,0.68618025,0.66668073,0.40870836,0.36859522,0.66041344,0.61810936,0.2306966317574613,0.2479988360935028,0.1704424039896427,0.6279110074424296,0.2252377399439684,0.3346215287579533,0.480151677434113,0.67624551
0.20415912,0.64732113,0.59774283,0.4199927,0.36111458,0.65279251,0.63313165,0.2323190649621412,0.2661901634489399,0.1827837497891632,0.5585081947732696,0.2397219937998871,0.2972439472998766,0.484092412238157,0.68178423
0.2170659,0.64859476,0.59926641,0.43127703,0.40043396,0.69360437,0.65945493,0.2474920889624836,0.2750723093024244,0.1896560805828424,0.5555172124650729,0.2541216800789994,0.3281192748046833,0.5207613835237491,0.68069333
0.22997268,0.69090921,0.60267384,0.44256136,0.41696971,0.71736225,0.69027882,0.2793145186394393,0.2880272537953848,0.1981533722096808,0.5543056834789136,0.2684377805621807,0.3410398240880367,0.5465744790915084,0.66956356
0.24287946,0.69860998,0.60424462,0.45384569,0.43350677,0.68506956,0.67840332,0.2982784355045294,0.3006830481605236,0.2132848898024338,0.5514368250976157,0.2826712600320615,0.3530153029486415,0.5420510132164801,0.64946542
0.25578624,0.68151026,0.60315613,0.46513002,0.45004383,0.67637983,0.66532152,0.3064402858500823,0.3130501758985798,0.2257833355612292,0.546203985932189,0.2968230666631837,0.3635400584744687,0.5444080226917803,0.63034802
0.26869302,0.69016626,0.59779961,0.47641435,0.46658089,0.69208018,0.66171478,0.3259915863141817,0.3251384019615544,0.2349754985936288,0.5372156498260069,0.3108941324010179,0.371639843909674,0.557168737943095,0.60711065
0.28159979,0.66572987,0.59793198,0.50414142,0.48311795,0.7099072,0.70505464,0.3295540493518922,0.3369570438110104,0.243695168620478,0.5274294761955369,0.3248853625207029,0.3788536056097986,0.5850052437716768,0.57130885
0.29450657,0.65955038,0.43590295,0.5412744,0.51198651,0.70595277,0.71000826,0.3414595353343259,0.3456726151180077,0.2554554178544463,0.3752417297069785,0.3387976792838763,0.2987608172742719,0.5981460022279328,0.52539034
0.30741335,0.67419865,0.49699504,0.57840737,0.58851592,0.80591522,0.80220396,0.3643400256774343,0.3434385610782254,0.2518909121166999,0.4177671048684342,0.3526319572462126,0.3774456913470545,0.6846545671283256,0.47745761
0.32032013,0.66610724,0.51106831,0.61554035,0.65897618,0.83033034,0.83034797,0.3750806574235795,0.3426588757256643,0.2589654861111911,0.4197226719374732,0.3663890670174967,0.4243652149443107,0.7264124302270899,0.42938568
0.33322691,0.69456501,0.50014656,0.65267333,0.72690259,0.87588063,0.87349343,0.4068639859754214,0.3424444476478902,0.262858485037554,0.4015240409243911,0.3800698647193599,0.450268986289322,0.7784933964442546,0.3993215
0.38296959,0.69837413,0.50309013,0.68980631,0.79482768,0.86038058,0.87092637,0.4701632887860068,0.3786687230489469,0.3046138362229074,0.3950118785535506,0.4320969985983378,0.4853141651569884,0.8090917037814405,0.36024286
0.41824477,0.69404613,0.57452654,0.70987796,0.83651007,0.89376242,0.88283311,0.510287744787439,0.4041616564901665,0.3268076081445064,0.4458063674573398,0.4683381898957428,0.5677468985270429,0.8466469295047208,0.32564038
0.41753119,0.65434971,0.57982704,0.71066701,0.85573474,0.89156221,0.92166195,0.4802806834264306,0.3992922944202898,0.3266295163632886,0.449711786928664,0.4676103212550062,0.5852073038290042,0.8635863965629347,0.29866838
0.41681824,0.68653404,0.56887652,0.71145607,0.87496074,0.91078666,0.91163841,0.5030429575026394,0.39452310363089,0.3227911717849686,0.4410151805432536,0.4668828806379346,0.5882952835688338,0.8721003990365175,0.28310915
0.4161053,0.68681707,0.57526512,0.71224512,0.89506858,0.96603759,0.96164153,0.5023895652221195,0.3896693259715239,0.3131832769276085,0.4457623571223649,0.4661552356054121,0.60743901771128,0.9103937886722638,0.26861272
0.41539235,0.65156658,0.57111949,0.71303417,0.91530523,0.93878535,0.93260713,0.4757881015482886,0.3848915738611769,0.3170413425024957,0.4423461393522202,0.4654273656182401,0.6170355753223284,0.8990998500905465,0.25963356
0.41467941,0.65104769,0.57511357,0.7138235,0.93554187,0.89591568,0.9112149,0.4745932495549402,0.3802137384435843,0.3236537081515896,0.4452344982177508,0.4646992909681704,0.6342534078557943,0.8853558327987685,0.25838525
0.38798691,0.66717008,0.57342884,0.71461255,0.9089982,0.84368809,0.85057555,0.4550403592159602,0.3606861436715137,0.3113986725415645,0.4437259413445586,0.4372843182687584,0.6144442005739958,0.8343273154230567,0.25635792
0.34643388,0.66515201,0.5803473,0.62380965,0.86166984,0.75997215,0.78201977,0.4050769656307689,0.3302445040440655,0.291273983905789,0.4741919055822476,0.3939907379529961,0.6168956883691225,0.7602426961534839,0.25167943
0.3048802,0.6565196,0.57593694,0.51050523,0.8094591,0.72664038,0.73663181,0.351862674384151,0.2990187031246199,0.2612849896085321,0.5058875452326929,0.3499228854249341,0.6126030106345584,0.7072538602110993,0.25182658
0.26932773,0.71545174,0.5803381,0.39720052,0.75839963,0.72248251,0.73214509,0.3387331473047087,0.2718199892283037,0.2313733760064117,0.5510913965260602,0.3115840311771802,0.6172567878450957,0.6779901125530632,0.25289649
0.27186724,0.71315212,0.57870056,0.35800761,0.73578158,0.73413768,0.75395908,0.3408280566215984,0.2779583383815839,0.2319852843862007,0.565396329860945,0.3143424253883946,0.611930222441741,0.682103843387733,0.25402152
0.27440675,0.6635128,0.57416704,0.36121023,0.71316354,0.7330407,0.74186835,0.3200666158410204,0.2842587690458714,0.2343004709979142,0.5596472060971016,0.317097737967857,0.588034893583562,0.6718841256120417,0.25529881
0.27694626,0.68956482,0.57380753,0.36441313,0.69660283,0.76984023,0.77797738,0.3357120142002289,0.2896898116922123,0.2315520207592317,0.5579838628859775,0.3198499757933777,0.5729401390614078,0.689974904724906,0.25638406
0.27948576,0.66932671,0.58186168,0.37924599,0.70344869,0.79348857,0.76642992,0.3288471813861589,0.2911712778839083,0.2305941075994443,0.5597309384212202,0.3225991349002091,0.580097723265097,0.6965756900514343,0.25844831
0.28202527,0.65957397,0.55583496,0.42086049,0.71029456,0.78658592,0.78574801,0.3270000462006965,0.2926408929006222,0.2335883883479179,0.5190338794691031,0.3253452437714261,0.5494497603983887,0.7032731174636891,0.26401036
0.28456478,0.69646957,0.54880293,0.46247498,0.71714174,0.7816644,0.79696048,0.348401146763021,0.2940985654719358,0.2363428012070123,0.4978852524614532,0.3280882983845199,0.5353840840080902,0.7080894434503016,0.26863374
0.28710365,0.68402215,0.57082982,0.50408976,0.72398761,0.81446411,0.80875614,0.3452273236792936,0.2955442249036328,0.2341409979602126,0.5035402416530049,0.3308276153805445,0.5457437575477001,0.7246726668533904,0.27854414
0.28964316,0.66169669,0.58087716,0.54570425,0.73083348,0.80807317,0.80255457,0.3369135839532093,0.2969791046712498,0.237046970221519,0.4986079346829589,0.3335645825795312,0.5462837284939859,0.7236874048138586,0.28991884
0.29218267,0.66357176,0.57606931,0.56303384,0.73768066,0.80392783,0.79805222,0.3408306407627487,0.2984024535957778,0.2396748301711416,0.4889986321043207,0.3362985158102902,0.5422794635591723,0.7239144329191161,0.2988991
0.29472217,0.6875954,0.57818951,0.55291679,0.73919203,0.75444658,0.77696722,0.3562394824666957,0.3007344450904169,0.2485763407556793,0.4939958592362073,0.3390294110440499,0.5481502504640281,0.7034802506567726,0.30336279
